M,35-39,50,Freestyle,Andy Grant,2023-10-08,00:00:23.53,
M,80-84,50,Freestyle,Richard Burns,2023-10-08,00:00:32.29,
M,35-39,100,Freestyle,Andy Grant,2023-10-07,00:00:51.30,
M,80-84,100,Freestyle,Richard Burns,2023-10-08,00:01:10.64,
M,35-39,200,Freestyle,Andy Grant,2023-10-08,00:01:51.99,
M,75-79,200,Freestyle,Joel R Wilson,2023-10-08,00:02:33.70,
M,80-84,200,Freestyle,Richard Burns,2023-02-26,00:02:43.60,
M,75-79,400,Freestyle,Joel R Wilson,2023-10-08,00:05:16.91,
M,35-39,1500,Freestyle,Chad E La Tourette,2023-01-28,00:15:41.78,
M,70-74,1500,Freestyle,Fred Ferroggiaro,2023-01-28,00:21:02.57,
M,80-84,50,Backstroke,Richard Burns,2023-02-26,00:00:36.01,
M,80-84,100,Backstroke,Richard Burns,2023-02-26,00:01:20.70,
M,90-94,100,Backstroke,Robert W Mayo,2023-10-07,00:02:12.53,
M,80-84,200,Backstroke,Richard Burns,2023-02-25,00:02:56.75,
M,90-94,200,Backstroke,Robert W Mayo,2023-10-08,00:05:16.49,
M,25-29,50,Breaststroke,Benjamin J Cono,2023-10-07,00:00:27.64,
M,30-34,50,Breaststroke,Brandon J Fischer,2023-10-07,00:00:27.37,
M,80-84,50,Breaststroke,David Gildea,2023-10-07,00:00:42.57,
M,30-34,200,Breaststroke,Brandon J Fischer,2023-10-08,00:02:09.93,
M,75-79,200,Breaststroke,Joel R Wilson,2023-10-08,00:03:19.73,
M,60-64,50,Butterfly,Kenneth W Tittle,2023-10-07,00:00:29.00,
M,80-84,50,Butterfly,Richard Burns,2023-02-25,00:00:34.92,
M,60-64,100,Butterfly,Kenneth W Tittle,2023-10-08,00:01:04.63,
M,55-59,200,Butterfly,Mike G Shaffer,2023-10-07,00:02:27.99,
M,65-69,200,Butterfly,Peter Guadagni,2023-10-07,00:02:57.92,
M,35-39,100,Individual Medley,Andy Grant,2023-10-08,00:00:59.48,
M,80-84,100,Individual Medley,Richard Burns,2023-02-26,00:01:23.73,
M,30-34,200,Individual Medley,Brandon J Fischer,2023-10-07,00:02:04.79,
M,80-84,200,Individual Medley,Richard Burns,2023-02-25,00:03:08.90,
F,75-79,50,Freestyle,Ruth Y Shaps,2023-10-08,00:00:36.45,
F,75-79,100,Freestyle,Ruth Y Shaps,2023-10-07,00:01:22.24,
F,70-74,400,Freestyle,Laura B Val,2023-02-26,00:05:18.26,
F,75-79,400,Freestyle,Ruth Y Shaps,2023-10-08,00:06:30.04,
F,45-49,800,Freestyle,Heidi S George,2023-01-28,00:09:01.09,
F,30-34,1500,Freestyle,Catherine Breed,2023-01-28,00:17:16.22,
F,45-49,1500,Freestyle,Heidi S George,2023-01-28,00:17:01.27,
F,65-69,1500,Freestyle,Suzanne M Heim-Bowen,2023-01-28,00:20:05.72,
F,35-39,50,Backstroke,Jennifer D Radecke-Noble,2023-10-08,00:00:31.89,
F,35-39,100,Backstroke,Jennifer D Radecke-Noble,2023-10-07,00:01:08.78,
F,35-39,200,Backstroke,Jennifer D Radecke-Noble,2023-10-08,00:02:28.49,
F,70-74,50,Breaststroke,Laura B Val,2023-10-07,00:00:44.89,
F,70-74,50,Butterfly,Laura B Val,2023-02-25,00:00:34.14,
F,70-74,200,Butterfly,Laura B Val,2023-10-07,00:02:57.32,
F,70-74,400,Individual Medley,Laura B Val,2023-10-06,00:06:07.14,
