M,40-44,50,Freestyle,Andy Grant,2026-01-17,00:00:20.75,
M,50-54,50,Freestyle,Peter S Moore,2026-02-07,00:00:22.14,
M,55-59,500,Freestyle,Barton S Wells,2026-03-07,00:05:03.50,
M,50-54,50,Backstroke,Peter S Moore,2026-02-07,00:00:24.03,
M,90-94,50,Breaststroke,Jack C Fleming,2026-02-07,00:00:55.80,
M,35-39,100,Breaststroke,Brandon J Fischer,2025-07-27,00:00:54.32,
M,35-39,200,Breaststroke,Brandon J Fischer,2025-07-27,00:01:57.59,
M,40-44,50,Butterfly,Andy Grant,2026-01-17,00:00:22.70,
M,40-44,100,Butterfly,Andy Grant,2026-01-17,00:00:49.97,
M,40-44,200,Individual Medley,Andy Grant,2026-01-17,00:01:52.03,
F,50-54,1000,Freestyle,Heidi S George,2026-02-22,00:10:38.07,
F,55-59,1000,Freestyle,Alison Zamanian,2026-02-22,00:11:04.38,
F,70-74,1000,Freestyle,Susan P Helmrich,2026-02-22,00:14:24.53,
F,50-54,1650,Freestyle,Heidi S George,2026-03-14,00:17:28.49,
F,55-59,1650,Freestyle,Alison Zamanian,2026-02-22,00:18:22.32,
F,65-69,1650,Freestyle,Suzanne M Heim-Bowen,2026-02-22,00:20:50.08,
F,70-74,1650,Freestyle,Susan P Helmrich,2026-02-22,00:23:45.58,
F,75-79,50,Backstroke,Sally K Guthrie,2026-03-29,00:00:40.48,
F,90-94,50,Backstroke,Thyra Tegner,2026-02-07,00:01:23.20,
F,90-94,100,Backstroke,Thyra Tegner,2026-03-08,00:02:56.32,
F,55-59,50,Breaststroke,Alison Zamanian,2026-03-08,00:00:35.22,
F,65-69,50,Breaststroke,Merrie E Walts,2026-03-29,00:00:37.82,
F,55-59,100,Breaststroke,Alison Zamanian,2026-01-17,00:01:16.17,
F,65-69,100,Breaststroke,Merrie E Walts,2026-03-08,00:01:24.28,
F,65-69,200,Breaststroke,Merrie E Walts,2026-03-29,00:03:03.47,
