M,40-44,50,Freestyle,Andy Grant,2025-07-12,00:00:23.86,
M,40-44,100,Freestyle,Andy Grant,2025-07-12,00:00:52.05,
M,85-89,100,Freestyle,William Van Horn,2025-07-12,00:01:37.14,
M,18-24,200,Freestyle,Nathanael Ridosko,2025-07-20,00:01:55.17,
M,40-44,200,Freestyle,Andy Grant,2025-07-20,00:01:53.58,
M,75-79,200,Freestyle,Joel R Wilson,2025-07-13,00:02:34.15,
M,18-24,400,Freestyle,Nathanael Ridosko,2025-07-20,00:04:03.34,
M,40-44,400,Freestyle,Andy Grant,2025-07-13,00:04:14.22,
M,75-79,800,Freestyle,Joel R Wilson,2025-07-12,00:11:11.79,
M,60-64,1500,Freestyle,Mike G Shaffer,2025-08-06,00:19:00.29,
M,65-69,1500,Freestyle,Chris J Tainty,2025-07-11,00:20:06.22,
M,70-74,1500,Freestyle,Peter Guadagni,2025-07-11,00:21:39.78,
M,75-79,1500,Freestyle,Joel R Wilson,2025-07-11,00:21:27.67,
M,85-89,1500,Freestyle,Ralph Brott,2025-07-11,00:30:41.42,
M,18-24,200,Backstroke,Ryan Ridosko,2025-07-12,00:02:16.11,
M,35-39,200,Backstroke,Rob H Newell,2025-08-10,00:02:08.47,
M,35-39,50,Breaststroke,Brandon J Fischer,2025-04-05,00:00:28.44,
M,90-94,50,Breaststroke,Jack C Fleming,2025-08-08,00:01:02.02,
M,90-94,100,Breaststroke,Jack C Fleming,2025-07-12,00:02:29.66,
M,70-74,200,Breaststroke,Peter Guadagni,2025-08-07,00:03:07.79,
M,90-94,200,Breaststroke,Jack C Fleming,2025-08-07,00:05:28.85,
M,35-39,50,Butterfly,Rob H Newell,2025-08-10,00:00:25.36,
M,40-44,50,Butterfly,Andy Grant,2025-07-13,00:00:25.95,
M,60-64,200,Butterfly,Mike G Shaffer,2025-08-08,00:02:35.40,
M,70-74,200,Butterfly,Peter Guadagni,2025-07-13,00:03:01.22,
M,90-94,200,Butterfly,Jack C Fleming,2025-08-08,00:06:27.44,
M,35-39,200,Individual Medley,Brandon J Fischer,2025-08-09,00:02:09.81,
M,70-74,200,Individual Medley,Peter Guadagni,2025-07-13,00:02:53.60,
M,18-24,400,Individual Medley,Zach N Zauhar-Kurr,2025-07-11,00:04:39.81,
M,75-79,400,Individual Medley,Joel R Wilson,2025-07-11,00:06:17.26,
F,35-39,100,Freestyle,Katherine Raatz,2025-06-01,00:00:59.57,
F,55-59,1500,Freestyle,Alison Zamanian,2025-07-11,00:18:46.68,
F,45-49,50,Backstroke,Lauren E Hooper,2025-07-12,00:00:32.53,
F,75-79,100,Backstroke,Sally K Guthrie,2025-08-08,00:01:44.88,
F,80-84,100,Backstroke,Daniela Barnea,2025-06-01,00:01:56.02,
F,55-59,200,Backstroke,Alison Zamanian,2025-08-10,00:02:38.83,
F,75-79,200,Backstroke,Sally K Guthrie,2025-06-28,00:03:51.01,
F,60-64,50,Breaststroke,Robin A Bulman,2025-07-13,00:00:42.34,
F,65-69,50,Breaststroke,Merrie E Walts,2025-07-13,00:00:43.39,
F,55-59,100,Breaststroke,Alison Zamanian,2025-06-01,00:01:29.93,
F,65-69,100,Breaststroke,Merrie E Walts,2025-08-07,00:01:33.97,
F,55-59,200,Breaststroke,Alison Zamanian,2025-07-13,00:03:11.74,
F,65-69,200,Breaststroke,Merrie E Walts,2025-07-13,00:03:27.60,
F,80-84,200,Breaststroke,Daniela Barnea,2025-07-13,00:04:07.75,
F,75-79,50,Butterfly,Sally K Guthrie,2025-07-13,00:00:48.96,
F,80-84,50,Butterfly,Daniela Barnea,2025-06-01,00:00:55.28,
F,55-59,400,Individual Medley,Alison Zamanian,2025-07-11,00:05:43.14,
