M,100-104,50,Freestyle,Frank R Grannis,2024-10-06,00:01:22.04,
M,35-39,50,Freestyle,Andy Grant,2024-12-07,00:00:23.50,
M,100-104,100,Freestyle,Frank R Grannis,2024-10-05,00:03:17.95,
M,35-39,100,Freestyle,Andy Grant,2024-12-06,00:00:50.93,
M,85-89,100,Freestyle,William Van Horn,2024-10-05,00:01:28.80,
M,35-39,200,Freestyle,Andy Grant,2024-12-08,00:01:50.75,
M,75-79,200,Freestyle,Alan D Bernard,2024-10-06,00:02:33.09,
M,85-89,200,Freestyle,William Van Horn,2024-10-06,00:03:37.10,
M,65-69,400,Freestyle,Mark Evans,2024-10-06,00:04:56.74,
M,75-79,1500,Freestyle,Joel R Wilson,2024-10-04,00:21:21.59,
M,85-89,1500,Freestyle,Ralph Brott,2024-01-27,00:30:34.44,
M,100-104,50,Backstroke,Frank R Grannis,2024-10-06,00:01:25.21,
M,35-39,50,Backstroke,Tim Watts,2024-10-06,00:00:27.56,
M,35-39,50,Breaststroke,Brandon J Fischer,2024-10-05,00:00:27.89,
M,35-39,100,Breaststroke,Brandon J Fischer,2024-10-05,00:01:00.75,
M,35-39,200,Breaststroke,Brandon J Fischer,2024-10-06,00:02:13.38,
M,80-84,200,Breaststroke,David R Gildea,2024-10-06,00:03:51.57,
M,65-69,100,Butterfly,Mark Evans,2024-10-06,00:01:09.00,
M,75-79,200,Butterfly,Alan D Bernard,2024-02-25,00:03:05.32,
M,35-39,100,Individual Medley,Andy Grant,2024-12-08,00:00:58.26,
F,45-49,50,Freestyle,Ericka L Richards,2024-10-06,00:00:28.46,
F,75-79,50,Backstroke,Ruth Y Shaps,2024-10-06,00:00:46.26,
F,75-79,100,Backstroke,Ruth Y Shaps,2024-10-05,00:01:42.42,
F,80-84,100,Backstroke,Daniela Barnea,2024-10-27,00:01:48.64,
F,80-84,50,Breaststroke,Daniela Barnea,2024-10-11,00:00:52.66,
F,80-84,100,Breaststroke,Daniela Barnea,2024-10-05,00:01:51.14,
F,80-84,200,Breaststroke,Daniela Barnea,2024-10-27,00:04:04.48,
F,80-84,50,Butterfly,Daniela Barnea,2024-10-27,00:00:49.64,
F,80-84,100,Butterfly,Daniela Barnea,2024-10-06,00:01:54.42,
F,80-84,200,Butterfly,Daniela Barnea,2024-10-05,00:04:14.65,
F,40-44,100,Individual Medley,Jennifer D Radecke-Noble,2024-10-06,00:01:08.79,
F,80-84,100,Individual Medley,Daniela Barnea,2024-10-06,00:01:43.51,
F,80-84,200,Individual Medley,Daniela Barnea,2024-10-05,00:03:47.07,
F,80-84,400,Individual Medley,Daniela Barnea,2024-10-27,00:08:06.68,
